sa2_main11,sa2_name11,year,Average Super,Average Investment Income,Average other income,Total income earners,Total income,Average total income,Average Wage and salary income
309101269,Main Beach,2009,23649,23093,8427,2253,108,48083,40254
309101270,Surfers Paradise,2009,23453,23085,8433,12686,610,48081,40259
310011271,Darra - Sumner,2009,17370,3874,2041,1796,71,39546,42430
310011272,Durack,2009,19595,4502,2999,2792,104,37119,38150
310011273,Forest Lake - Doolandella,2009,20905,1937,2929,14034,619,44069,46056
310011274,Inala - Richlands,2009,19394,3950,3025,6418,229,35600,36866
310011275,Oxley (Qld),2009,21764,8323,2904,4237,236,55659,54056
310011276,Wacol,2009,16441,2524,1618,2081,83,39648,42036
310021277,Boonah,2009,18949,5160,2148,5941,208,34970,38792
310021278,Esk,2009,23027,6492,6614,2214,73,32912,38962
310021279,Lake Manchester - England Creek,2009,0,0,0,0,0,0,0
310021280,Lockyer Valley - East,2009,21023,4542,2731,8171,299,36556,38377
310021281,Lowood,2009,20338,3980,2039,5957,238,39996,42632
310021282,Rosewood,2009,21606,3933,2819,6228,257,41196,44541
310031283,Brassall,2009,19698,2689,3639,4774,197,41186,42480
310031284,Bundamba,2009,17830,2361,1513,3756,143,38009,39974
310031285,Churchill - Yamanto,2009,19686,2689,3634,3056,126,41192,42467
310031286,Ipswich - Central,2009,19666,2689,3636,3451,142,41181,42468
310031287,Ipswich - East,2009,18744,2595,2631,8409,334,39717,41355
310031288,Ipswich - North,2009,21578,3753,2655,2328,103,44414,46331
310031289,Karalee - Barellan Point,2009,21937,3853,2619,2604,117,44757,46742
310031290,Karana Downs,2009,21897,3845,2573,3236,145,44750,46739
310031291,Leichhardt - One Mile,2009,19782,2788,3542,3479,144,41452,42780
310031292,North Ipswich - Tivoli,2009,19599,2688,3634,3266,135,41182,42477
310031293,Raceview,2009,19658,2689,3642,7345,303,41185,42477
310031294,Ripley,2009,21749,3733,2673,1537,68,44341,46221
310031295,Riverview,2009,20352,783,1616,1436,52,36200,38188
310041296,Bellbird Park - Brookwater,2009,19067,2192,2152,4207,182,43211,44091
310041297,Camira - Gailes,2009,19204,2190,2147,4489,194,43210,44100
310041298,Carole Park,2009,0,0,0,0,0,0,0
310041299,Collingwood Park - Redbank,2009,20301,1714,1728,3686,148,40269,40823
310041300,Goodna,2009,19213,2170,2137,4588,198,43070,43937
310041301,New Chum,2009,0,0,0,0,0,0,0
310041302,Redbank Plains,2009,20330,1714,1726,7123,287,40267,40829
310041303,Springfield,2009,19110,2191,2149,3288,142,43221,44103
310041304,Springfield Lakes,2009,19117,2194,2149,5096,220,43210,44085
311011305,Beaudesert,2009,19183,5814,2674,6072,233,38327,39953
311021306,Beenleigh,2009,20107,4870,3486,4331,174,40085,40792
311021307,Eagleby,2009,20128,4870,3486,6290,252,40088,40790
311021308,Edens Landing - Holmview,2009,20180,4861,3481,3451,138,40073,40787
311021309,Mount Warren Park,2009,20137,4870,3477,2976,119,40093,40786
311021310,Wolffdene - Bahrs Scrub,2009,19989,4869,3494,2786,112,40084,40795
311031311,Boronia Heights - Park Ridge,2009,21505,3210,2452,6175,258,41754,42997
311031312,Browns Plains,2009,19030,2523,2339,3630,150,41286,42095
311031313,Chambers Flat - Logan Reserve,2009,16458,3742,2413,1785,69,38744,39706
311031314,Crestmead,2009,14906,796,3030,5330,199,37356,38192
311031315,Greenbank Military Camp,2009,0,0,0,0,0,0,0
311031316,Hillcrest,2009,19739,2369,2405,4415,182,41244,42074
311031317,Marsden,2009,14947,831,3015,5482,205,37438,38270
311031318,Munruben - Park Ridge South,2009,20478,4675,3027,2801,113,40416,42416
311031319,Regents Park - Heritage Park,2009,19754,2368,2406,8854,365,41239,42065
311041320,Greenbank,2009,22371,2697,2087,6037,254,42075,43338
311041321,Jimboomba,2009,22114,3907,2233,10182,415,40798,42685
311041322,Logan Village,2009,20490,4594,3259,3077,124,40303,41171
311051323,Bethania - Waterford,2009,17337,3306,2380,3986,151,37836,39470
311051324,Cornubia - Carbrook,2009,26111,6710,3022,4815,225,46684,46675
311051325,Loganholme - Tanah Merah,2009,19186,3923,2062,7066,306,43263,44161
311051326,Loganlea,2009,17501,1576,2724,4571,174,38011,39093
311051327,Shailer Park,2009,22065,3894,2003,7036,316,44958,45812
311051328,Waterford West,2009,16656,3733,2396,3321,129,38733,39681
311061329,Daisy Hill,2009,19605,4663,2554,4100,176,42945,43080
311061330,Kingston,2009,14131,874,1562,4145,141,34032,35111
311061331,Logan Central,2009,14157,1007,1587,2558,88,34237,35288
311061332,Rochedale South - Priestdale,2009,20489,7105,3257,9661,436,45164,44297
311061333,Slacks Creek,2009,18365,3939,2413,5835,236,40403,40703
311061334,Springwood,2009,19500,4670,2557,5896,253,42923,43050
311061335,Underwood,2009,25538,4231,3711,3042,131,42964,43881
311061336,Woodridge,2009,14156,925,1572,5220,178,34101,35169
312011337,Bowen,2009,19818,11851,1789,5416,234,43217,39098
312011338,Broadsound - Nebo,2009,15736,2196,3060,5335,348,65312,70747
312011339,Clermont,2009,22919,6223,2355,2053,110,53365,54982
312011340,Collinsville,2009,17293,6513,1824,2248,110,48992,47278
312011341,Moranbah,2009,19295,1109,1776,4697,350,74561,76769
312021342,Andergrove - Beaconsfield,2009,19003,7914,1742,8547,457,53431,52918
312021343,East Mackay,2009,18852,7915,1744,2158,115,53438,52907
312021344,Eimeo - Rural View,2009,18914,7915,1741,5878,314,53427,52911
312021345,Eungella Hinterland,2009,0,0,0,0,0,0,16857
312021346,Mackay,2009,18863,7912,1742,2417,129,53424,52908
312021347,Mackay Harbour,2009,20287,7932,1720,276,15,53527,52833
312021348,Mount Pleasant - Glenella,2009,18949,7913,1776,6351,339,53297,52934
312021349,North Mackay,2009,19067,7915,1741,4002,214,53432,52915
312021350,Ooralea - Bakers Creek,2009,19080,7915,1741,2444,131,53440,52907
312021351,Pioneer Valley,2009,22542,6073,1522,3645,183,50154,52913
312021352,Sarina,2009,18800,6152,2044,6810,342,50198,53446
312021353,Seaforth - Calen,2009,16058,8126,1974,4792,233,48643,51264
312021354,Shoal Point - Bucasia,2009,16752,5940,1329,2540,144,56659,56425
312021355,Slade Point,2009,19076,7915,1743,2288,122,53429,52904
312021356,South Mackay,2009,18993,7915,1740,4401,235,53428,52916
312021357,Walkerston - Eton,2009,16529,7011,1467,4703,250,53225,54643
312021358,West Mackay,2009,18891,7914,1741,3862,206,53431,52917
312031359,Airlie - Whitsundays,2009,22655,7123,2925,7333,293,40007,38598
312031360,Cape Conway,2009,0,0,0,0,0,0,0
312031361,Proserpine,2009,20181,6186,2739,4499,184,40792,41663
313011362,Beachmere - Sandstone Point,2009,22178,4610,2940,6313,232,36664,39452
313011363,Bribie Island,2009,22360,8501,3242,8386,293,34933,38468
313021364,Burpengary - East,2009,19251,3592,2546,2047,83,40398,42161
313021365,Caboolture,2009,18872,4199,2495,10359,376,36293,37524
313021366,Caboolture - South,2009,19066,4131,3024,9136,343,37577,38585
313021367,Elimbah,2009,20858,3734,1837,2250,88,38989,41086
313021368,Morayfield - East,2009,19371,4046,3737,3802,149,39267,39956
313021369,Wamuran,2009,18607,4879,1675,2157,80,36962,38233
313031370,Kilcoy,2009,23656,22730,2965,2471,114,46095,39531
313031371,Woodford - D'Aguilar,2009,26151,5549,2693,3155,115,36299,39289
313041372,Burpengary,2009,19173,3581,2522,7235,293,40425,42223
313041373,Deception Bay,2009,18523,2945,2006,10607,394,37187,38367
313041374,Morayfield,2009,19428,4048,3745,2557,100,39272,39963
313041375,Narangba,2009,22612,3028,2225,8771,390,44416,45735
313041376,Upper Caboolture,2009,19096,4178,2671,1336,49,36701,37869
313051377,Clontarf,2009,20360,4494,3359,4209,168,39870,41648
313051378,Margate - Woody Point,2009,20295,4496,3363,5884,235,39873,41655
313051379,Redcliffe,2009,22976,7586,3835,5249,224,42731,44353
313051380,Rothwell - Kippa-Ring,2009,18464,4449,2519,8554,330,38541,41009
313051381,Scarborough - Newport,2009,23041,7652,3843,6356,272,42801,44415
314011382,Albany Creek,2009,24018,9129,3220,10257,545,53104,51943
314011383,Cashmere,2009,21231,3743,2669,8820,387,43824,44328
314011384,Dayboro,2009,22417,8078,4309,4421,207,46716,48834
314011385,Eatons Hill,2009,23600,5628,3566,4629,250,53971,53601
314011386,Hills District,2009,22991,4537,1811,13835,653,47208,48523
314011387,Samford Valley,2009,23708,9288,5262,6617,373,56433,57123
314021388,Dakabin - Kallangur,2009,20296,3267,2177,10822,460,42522,43814
314021389,Murrumba Downs - Griffin,2009,20268,3267,2177,6227,265,42523,43814
314021390,North Lakes - Mango Hill,2009,21387,2397,4861,8170,399,48828,51341
314031391,Bray Park,2009,21201,3740,2665,5721,251,43808,44312
314031392,Lawnton,2009,17309,3194,2497,3207,127,39694,41419
314031393,Petrie,2009,20246,2331,2335,5316,231,43508,44892
314031394,Strathpine - Brendale,2009,21289,3741,2666,6360,279,43819,44327
315011395,Aurukun,2009,14400,7417,3827,550,17,31099,32002
315011396,Cape York,2009,24290,4403,2098,3033,114,37458,38674
315011397,Croydon - Etheridge,2009,14684,7380,3800,518,16,31005,32063
315011398,Kowanyama - Pormpuraaw,2009,14967,7421,3788,715,22,31081,32024
315011399,Northern Peninsula,2009,6605,74,2312,789,24,30810,30445
315011400,Tablelands,2009,17497,7152,2537,2884,96,33339,34474
315011401,Torres,2009,12549,3069,2172,1368,50,36395,36074
315011402,Torres Strait Islands,2009,12429,3073,2149,1353,49,36408,36083
315011403,Weipa,2009,20939,2375,1693,1434,84,58346,58230
315021404,Carpentaria,2009,13969,4955,2289,1930,71,36946,38205
315021405,Mount Isa,2009,20580,99,2085,11213,647,57667,59821
315021406,Mount Isa Region,2009,16806,4818,1342,2021,101,49957,51370
315021407,Northern Highlands,2009,20894,6662,3789,2058,63,30768,38446
315031408,Barcaldine - Blackall,2009,20609,5753,1638,3002,103,34218,37168
315031409,Charleville,2009,15629,4313,2187,2670,97,36207,37698
315031410,Far Central West,2009,17549,8113,2596,1370,51,36902,41238
315031411,Far South West,2009,12609,6595,1547,1605,59,36806,36445
315031412,Longreach,2009,14399,5725,1330,2353,92,38879,40257
316011413,Buderim - North,2009,21626,12529,4682,8752,384,43894,42256
316011414,Buderim - South,2009,21575,12527,4684,8225,361,43892,42258
316011415,Mountain Creek,2009,22321,9186,3368,4437,172,38845,38348
316011416,Sippy Downs,2009,21581,12519,4680,5206,229,43884,42252
316021417,Aroona - Currimundi,2009,22071,7902,3759,5218,196,37632,39584
316021418,Buddina - Minyama,2009,21387,13286,4433,3726,158,42309,40620
316021419,Caloundra - Kings Beach,2009,22069,7900,3764,3266,123,37635,39577
316021420,Caloundra - West,2009,22102,7900,3761,8157,307,37630,39584
316021421,Golden Beach - Pelican Waters,2009,22068,7900,3758,5514,208,37632,39584
316021422,Moffat Beach - Battery Hill,2009,22049,7901,3760,4196,158,37627,39583
316021423,Parrearra - Warana,2009,21359,13290,4433,5517,233,42313,40627
316021424,Wurtulla - Birtinya,2009,21381,13266,4430,3574,151,42296,40620
316031425,Coolum Beach,2009,22067,7836,4977,7232,274,37825,38799
316031426,Marcoola - Mudjimba,2009,25723,7348,4539,6161,234,38010,38698
316031427,Maroochydore - Kuluin,2009,21250,8361,3152,10756,398,37016,37279
316031428,Mooloolaba - Alexandra Headland,2009,26102,10856,3592,6898,282,40928,39131
316041429,Bli Bli,2009,20106,6609,3501,3747,137,36550,38222
316041430,Diddillibah - Rosemount,2009,20647,7224,2658,1870,71,38138,38950
316041431,Eumundi - Yandina,2009,20646,8271,4533,5528,203,36679,37531
316041432,Nambour,2009,20286,6742,3229,10090,373,36976,38486
316041433,Noosa Hinterland,2009,20927,8772,4567,11691,411,35192,36691
316051434,Noosa Heads,2009,28576,16993,9466,2773,117,42026,37256
316051435,Noosaville,2009,23549,14004,14292,4894,184,37665,35843
316051436,Peregian,2009,22124,7835,4972,4275,162,37824,38793
316051437,Sunshine Beach,2009,28504,16996,9456,4398,185,42019,37270
316051438,Tewantin,2009,20355,6789,4409,5607,182,32410,34347
316061439,Beerwah,2009,23474,5170,3162,3730,133,35740,38901
316061440,Caloundra Hinterland,2009,22550,8442,5770,4676,152,32588,35824
316061441,Glass House Mountains,2009,21015,5133,2919,3030,111,36484,39795
316061442,Landsborough,2009,20805,6931,3182,5252,202,38371,39231
316061443,Maroochy Hinterland,2009,19634,7089,3849,3255,116,35653,37489
316061444,Palmwoods,2009,23698,6450,2890,5768,217,37697,39154
317011445,Cambooya - Wyreema,2009,22159,5912,2258,3211,129,40095,41977
317011446,Darling Heights,2009,20018,7129,1887,6855,283,41216,41002
317011447,Drayton - Harristown,2009,20045,7130,1888,5643,233,41214,41007
317011448,Gatton,2009,16801,6714,2254,3772,128,33934,33611
317011449,Gowrie (Qld),2009,23546,5047,2112,3131,126,40187,42216
317011450,Highfields,2009,23695,5744,1808,6363,262,41233,42836
317011451,Lockyer Valley - West,2009,20659,5432,2793,5541,206,37171,38822
317011452,Middle Ridge,2009,20052,7129,1888,3666,151,41217,41003
317011453,Newtown (Qld),2009,20017,7128,1887,5345,220,41211,41006
317011454,North Toowoomba - Harlaxton,2009,20096,7130,1888,3295,136,41218,41005
317011455,Rangeville,2009,20019,7129,1888,4590,189,41212,41003
317011456,Toowoomba - Central,2009,20006,7129,1887,7432,306,41214,41001
317011457,Toowoomba - East,2009,20051,7130,1888,5616,231,41211,41003
317011458,Toowoomba - West,2009,20100,7110,1887,6370,263,41216,41030
317011459,Wilsonton,2009,20054,7129,1887,7217,297,41213,41002
318011460,Ayr,2009,22491,8591,1224,5593,237,42283,39765
318011461,Burdekin,2009,19673,8780,1719,4676,189,40496,39034
318011462,Charters Towers,2009,19404,4399,1407,4086,167,40907,45254
318011463,Dalrymple,2009,19977,4722,1543,1947,80,41054,44771
318011464,Ingham,2009,15363,6834,1482,2736,107,39060,37936
318011465,Ingham Region,2009,15442,6830,1484,3896,152,39057,37969
318011466,Palm Island,2009,20369,6035,1938,1088,43,39747,42801
318021467,Aitkenvale,2009,21110,4260,2042,2807,133,47274,47244
318021468,Annandale,2009,21121,4258,2041,5263,249,47268,47237
318021469,Belgian Gardens - Pallarenda,2009,24015,8940,3349,2292,124,54233,50717
318021470,Bohle Plains,2009,20913,3047,1554,3323,157,47155,47199
318021471,Condon - Rasmussen,2009,21383,2156,1994,5320,228,42899,43943
318021472,Cranbrook,2009,21103,4259,2040,3515,166,47272,47234
318021473,Deeragun,2009,21260,2601,2210,7586,365,48085,48810
318021474,Douglas,2009,21133,4256,2041,4112,194,47261,47236
318021475,Garbutt - West End,2009,23019,7395,2938,4235,220,51894,49524
318021476,Gulliver - Currajong - Vincent,2009,20929,4503,2356,4729,219,46259,46199
318021477,Heatley,2009,21254,4259,2044,2410,114,47266,47244
318021478,Hermit Park - Rosslea,2009,20852,4607,2496,3015,138,45841,45759
318021479,Hyde Park - Pimlico,2009,20810,4612,2503,2862,131,45819,45739
318021480,Kelso,2009,21351,2149,2001,5261,226,42872,43916
318021481,Kirwan - East,2009,20912,3065,1559,4912,232,47142,47195
318021482,Kirwan - West,2009,20912,3067,1561,9560,451,47149,47192
318021483,Magnetic Island,2009,17083,6262,2321,1205,44,36772,38796
318021484,Mount Louisa,2009,21150,4231,2042,4495,213,47284,47274
318021485,Mundingburra,2009,20907,4612,2499,2282,105,45829,45741
318021486,Northern Beaches,2009,21109,3350,2134,2971,138,46376,47688
318021487,Oonoonba,2009,22301,3647,1792,2828,130,45881,46015
318021488,South Townsville - Railway Estate,2009,23823,8939,3356,3381,183,54238,50713
318021489,Townsville - South,2009,20841,5881,1996,1898,78,41099,43608
318021490,Townsville City - North Ward,2009,23925,8938,3355,5709,310,54228,50707
318021491,Wulguru - Roseneath,2009,22191,3649,1793,3266,150,45865,46009
319011492,Ashfield - Kepnock,2009,19112,6595,1941,2541,90,35449,37095
319011493,Bargara - Burnett Heads,2009,19160,6594,1943,7840,278,35450,37097
319011494,Branyan - Kensington,2009,19178,6596,1938,1983,70,35452,37099
319011495,Bundaberg,2009,19238,6596,1945,3154,112,35454,37102
319011496,Bundaberg East - Kalkie,2009,19170,6593,1946,2662,94,35448,37090
319011497,Bundaberg North - Gooburrum,2009,19220,6593,1944,3719,132,35453,37093
319011498,Bundaberg Region - North,2009,19292,6341,1899,4112,144,35086,36973
319011499,Bundaberg Region - South,2009,20856,6396,2408,4689,151,32266,34944
319011500,Millbank - Avoca,2009,19146,6593,1943,3903,138,35450,37092
319011501,Svensson Heights - Norville,2009,19127,6595,1945,2938,104,35456,37101
319011502,Walkervale - Avenell Heights,2009,19187,6594,1943,5612,199,35450,37097
319021503,Gayndah - Mundubbera,2009,18982,6351,1935,3818,110,28915,30503
319021504,Gin Gin,2009,22436,3694,2901,2311,66,28557,34535
319021505,Kingaroy,2009,16724,4156,1713,4963,187,37762,41248
319021506,Kingaroy Region - North,2009,16629,3713,1966,4299,132,30586,34843
319021507,Kingaroy Region - South,2009,16981,4215,1710,1869,70,37470,40872
319021508,Monto - Eidsvold,2009,27767,4948,1811,1990,59,29398,36706
319021509,Nanango,2009,20752,3420,2587,4335,156,35988,40222
319021510,North Burnett,2009,0,0,0,5,0,22909,17831
319031511,Cooloola,2009,19435,6875,2970,2451,73,29642,31995
319031512,Gympie - North,2009,19982,4963,2563,6588,220,33341,36495
319031513,Gympie - South,2009,20028,4965,2559,3143,105,33339,36492
319031514,Gympie Region,2009,20000,5132,2644,8446,282,33403,36491
319031515,Kilkivan,2009,29322,5174,3414,1811,54,29960,35579
319041516,Booral - River Heads,2009,21569,5569,3478,1930,66,34377,36737
319041517,Craignish - Dundowran Beach,2009,21587,5571,3484,2081,72,34388,36730
319041518,Pialba - Eli Waters,2009,21555,5571,3480,5841,201,34385,36731
319041519,Point Vernon,2009,21561,5569,3476,2640,91,34390,36739
319041520,Torquay - Scarness - Kawungan,2009,21522,5571,3479,6729,231,34387,36730
319041521,Urangan - Wondunna,2009,21566,5570,3477,5282,182,34386,36730
319051522,Burrum - Fraser,2009,21765,4951,2428,3768,119,31582,35784
319051523,Granville,2009,19566,4380,2789,1517,54,35503,38301
319051524,Maryborough (Qld),2009,19669,4378,2781,8726,310,35498,38300
319051525,Maryborough Region - South,2009,20308,4813,2779,3717,129,34750,37777
319051526,Tinana,2009,19582,4378,2786,2340,83,35497,38297
401011001,Adelaide,2009,45619,13808,5338,7142,383,53590,45409
401011002,North Adelaide,2009,37188,31632,5569,4451,332,74547,53238
401021003,Adelaide Hills,2009,24840,7400,2599,4127,180,43671,43554
401021004,Aldgate - Stirling,2009,30066,11849,4457,11522,623,54077,50373
401021005,Hahndorf - Echunga,2009,25052,10959,4087,2719,124,45499,44543
401021006,Lobethal - Woodside,2009,22836,8521,2394,5344,231,43287,42314
401021007,Mount Barker,2009,25862,7056,3410,8325,355,42596,42109
401021008,Mount Barker Region,2009,24375,7173,2955,3450,142,41030,41451
401021009,Nairne,2009,26582,3668,2263,2410,97,40145,40641
401021010,Uraidla - Summertown,2009,26908,9959,2877,3237,163,50474,47499
